,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.1626617,-0.2938497,-0.02873029,17.012,6.066,3.92,8.826,10.022,3.655,5.784,4.618,1.715,5.532,3.162,3.851,1.708,3.544,1.826,2.354,1.24,1.781,3.01,3.357,2.569,3.669,2.419,2.931,3.116,3.184,2.557,1.37,1.542,2.231,2.456,2,2.353,1.822,1.806,2.49,1.762,1.511,
252.000,1.16048,1.213065,0.358163,13.81669,5.598,6.919,7.48,10.955,4.294,3.85,2.575,2.696,2.029,2.309,2.832,2.477,3.344,1.476,3.143,3.059,2.972,1.31,2.599,1.653,2.514,2.425,2.802,2.001,1.81,1.77,3.334,2.337,1.988,1.583,1.61,2.185,1.26,1.789,1.579,2.209,1.481,
253.000,1.745731,-2.162409,0.8390259,16.96848,6.25,3.67,5.597,6.831,6.091,3.296,3.14,3.434,2.936,3.233,4.631,3.614,1.909,2.101,2.083,2.034,2.422,2.965,1.815,3.453,3.597,1.511,1.83,2.55,2.985,0.93,1.58,2.264,1.386,2.043,0.968,1.387,1.895,1.532,1.159,2.091,2.04,
254.000,-0.7441361,2.506391,0.5271768,10.59133,11.244,6.46,2.769,4.164,3.177,4.577,1.813,4.541,2.609,2.166,1.984,2.715,2.591,2.523,2.011,1.256,2.181,2.522,1.738,2.529,1.673,2.858,1.776,2.654,1.939,1.89,1.09,2.146,1.455,2.054,1.512,1.169,1.53,1.955,1.735,1.84,1.388,
255.000,-0.3506448,-0.360976,1.941183,20.35109,3.081,5.261,5.972,2.506,4.824,1.855,4.571,0.779,3.917,2.521,1.331,1.742,1.745,2.136,1.63,1.442,2.714,2.542,2.244,2.259,2.196,1.282,1.328,2.45,1.421,1.589,1.323,2.328,2.181,1.193,2.291,1.591,1.277,2.127,1.637,1.853,1.315,
256.000,0.9723787,0.3865539,2.849384,18.49843,6.01,5.05,4.038,6.479,4.548,3.88,2.412,3.222,2.866,1.895,3.102,3.856,1.349,1.837,1.898,1.185,3.16,1.67,1.612,1.766,1.984,2.557,1.451,1.748,2.249,1.494,1.68,1.916,1.98,1.656,1.667,1.35,1.097,2.031,1.205,1.083,1.236,
257.000,1.205801,0.6455876,1.963711,19.54883,3.149995,4.84,2.996,7.126,4.493,2.165,3.024,1.47,1.808,1.614,2.274,1.495,1.513,1.384,1.928,1.875,2.004,2.253,2.534,1.374,2.212,2.262,1.851,1.546,1.239,0.966,2.085,0.999,1.678,1.811,1.72,1.378,1.004,1.46,1.291,1.298,1.183,
258.000,3.333886,1.441247,3.847206,22.02967,5.571394,5.876,3.277,4.603,6.461,3.138,0.633,2.82,2.096,3.17,2.813,2.641,2.522,2.764,1.941,2.385,1.05,2.701,1.8,2.157,2.408,1.966,1.762,1.852,1.32,1.865,1.004,1.995,1.508,1.326,1.597,1.378,1.538,1.102,1.315,1.53,1.073,
259.000,0.8476845,0.5049571,3.091327,16.79985,5.895907,5.703,2.924,5.611,3.431,3.002,2.915,2.88,3.434,0.488,1.772,2.488,2.118,1.618,1.946,1.949,1.186,2.448,3.103,1.915,1.952,1.377,1.308,1.576,1.422,1.856,1.397,1.893,1.117,0.915,1.295,1.734,1.359,0.981,0.998,0.917,1.364,
260.000,1.815885,1.276603,3.01598,18.07662,5.690012,2.845,5.207,3.524,3.836,3.346,2.541,2.914,2.459,2.503,1.529,2.298,1.612,2.543,1.747,1.603,1.213,1.21,0.912,2.075,1.876,1.197,1.719,1.462,1.777,0.568,1.013,1.336,1.232,1.834,1.547,1.286,1.058,1.431,0.701,0.942,0.957,
261.000,4.683073,0.9529422,5.152915,14.76695,5.072993,3.444,4.428,3.147,3.542,1.696,1.317,2.291,3.545,2.685,1.147,1.334,2.45,2.082,2.336,2.069,1.894,2.381,1.662,1.778,1.393,1.303,2.102,0.865,1.26,1.054,1.591,1.464,1.959,1.097,1.22,1.297,1.508,1.309,1.669,0.865,1.19,
