,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
266.000,19.263,9.600807,7.194434,13.72731,9.179291,2.693659,1.202,5.446,5.333,3.842,2.98,0.923,1.733,1.449,2.315,2.183,0.931,1.905,1.8,1.605,1.947,1.632,2.276,1.35,1.585,2.381,1.185,1.814,1.54,1.576,1.931,1.15,1.038,1.454,1.165,0.893,1.34,0.907,1.364,1.52,1.087,
267.000,24.242,9.2471,7.338645,11.93619,9.057839,2.40781,1.732316,2.878,3.844,4.035,2.962,2.064,1.733,2.845,1.726,1.453,2.381,1.196,1.662,1.368,0.964,1.42,1.373,1.471,1.372,1.923,1.406,1.668,1.055,1.403,1.612,1.446,1.09,0.947,1.191,1.057,1.254,1.039,1.444,1.102,0.954,
268.000,33.387,9.726014,7.644264,10.0224,9.089732,3.049135,1.319602,3.513,2.43,5.848,2.658,2.282,1.727,2.096,1.175,2.462,1.552,1.23,1.616,1.194,1.152,1.355,1.231,1.037,1.554,1.548,1.299,1.091,1.566,1.356,1.063,0.953,0.723,1.203,0.617,0.47,1.389,1.07,1.147,1.005,1.057,
269.000,54.851,13.444,9.199205,9.725465,9.151195,3.23518,0.8738056,2.059,2.991,2.33,2.078,2.474,2.129,1.782,2.463,2.052,2.278,1.461,2.333,2.295,1.438,1.419,1.33,2.578,1.618,1.282,1.61,0.983,1.155,1.07,0.897,1.066,0.966,1.14,1.077,1.6,0.776,1.231,1.126,1.059,1.273,
270.000,73.029,13.281,9.72724,11.94694,10.48203,2.673949,1.070364,1.715,3.059,3.731,2.019,3.131,2.502,2.818,1.157,1.702,1.663,1.441,1.684,1.336,1.038,1.081,1.65,1.293,1.174,1.009,1.287,0.838,1.366,1.105,1.095,0.97,1.109,1.25,1.119,0.878,1.026,1.191,1.559,1.609,0.862,
271.000,78.981,9.58,9.454976,10.02414,7.301324,3.714855,0.09570889,4.891,3.769,2.447,3.275,3.237,2.018,1.898,2.458,2.043,1.074,1.733,1.451,1.237,1.069,1.15,1.541,1.15,1.282,1.415,1.587,0.829,1.461,1.046,0.987,0.913,1.048,1.402,1.384,1.327,0.96,1.022,0.973,1.187,1.204,
272.000,83.95,14.93,7.663472,7.318645,11.47858,1.006477,-0.2493866,4.391084,3.825,3.142,1.626,1.802,1.835,1.508,1.227,1.142,1.213,1.003,1.164,1.446,0.927,1.184,1.984,2.368,1.349,0.946,1.416,1.392,0.782,1.435,0.946,1.062,1.147,0.676,1.329,0.614,1.579,1.124,0.934,0.854,1.27,
273.000,62.263,15.798,7.462266,7.914921,8.35821,2.000976,0.9549309,4.637242,2.848,2.478,1.886,1.768,1.027,1.135,1.122,1.478,1.614,1.323,0.971,1.103,1.315,0.997,0.811,1.143,0.775,0.982,1.744,0.838,1.396,0.967,0.866,1.075,1.472,0.802,0.866,0.968,1.039,0.832,0.801,1.129,0.663,
274.000,46.348,25.353,7.84,8.276199,7.423683,0.9264828,0.4720722,3.326746,2.924,3.391,2.905,3.128,1.479,1.617,1.961,1.866,1.798,2.337,1.518,1.168,1.878,1.156,1.226,1.49,0.801,1.371,1.062,0.914,0.995,1.105,1.155,0.656,0.834,0.928,0.978,0.976,0.991,1.251,1.177,0.983,0.866,
275.000,37.094,43.819,8.224,6.396928,9.547238,2.623546,0.05623019,2.953294,2.881,2.322,1.29,2.22,1.908,1.504,1.592,1.685,1.572,2.477,1.942,1.272,1.418,1.172,1.562,1.383,0.971,1.418,1.363,1.296,1.194,0.563,1.187,1.226,0.452,1.036,0.98,0.736,0.684,0.687,1.185,0.955,1.024,
276.000,18.836,72.333,7.2,10.31856,8.969876,1.672413,-0.3234353,3.475263,2.32,3.704,2.812,0.874,1.415,1.262,1.929,1.829,1.104,1.311,1.51,1.099,1.07,1.462,1.387,1.563,1.254,0.954,1.417,1.219,1.571,1.198,1.128,1.047,0.688,1.349,1.058,1.24,0.906,0.684,1.127,1.136,0.981,
277.000,12.158,87.961,10.117,8.317812,11.27172,3.059273,1.705729,3.931918,2.09553,1.811,2.137,1.257,2.479,1.433,2.228,1.471,1.413,1.081,1.55,1.288,0.912,1.611,1.542,1.183,1.417,1.431,1.249,0.938,1.27,1.423,1.068,0.673,0.878,1.234,1.316,1.139,0.781,0.826,0.841,0.937,0.989,
278.000,8.768,89.906,15.459,8.309335,8.62347,-0.8238962,1.149576,3.836341,2.269311,2.633,3.197,1.747,1.377,1.864,0.822,1.604,1.641,1.212,1.608,1.412,1.14,1.293,1.225,1.003,1.422,1.117,0.875,0.908,1.285,0.826,1.221,1.169,0.721,0.832,1.19,1.126,1.005,0.947,0.983,0.906,0.644,
279.000,11.011,66.571,17.791,6.437,8.930192,2.475866,1.044004,4.356524,1.401208,1.701,2.068,2.461,1.768,1.886,1.642,1.568,1.706,1.399,1.144,1.621,0.973,0.927,1.589,0.966,1.484,1.328,1.311,1.27,0.725,0.753,0.898,1.064,1.116,0.874,0.489,1.099,0.769,1.153,0.632,0.764,0.726,
280.000,5.866,66.87,25.478,6.55,10.34309,4.197344,0.7566041,3.040639,1.483572,1.738,2.272,1.727,1.418,1.846,1.927,1.546,1.02,1.109,1.558,1.282,1.5,1.423,1.267,1.213,0.955,1.34,0.607,1.378,0.835,0.851,1.148,1.488,0.931,0.444,0.615,0.953,0.839,1.081,0.65,0.873,0.896,
281.000,8.614,47.364,37.095,6.58,7.361955,3.38257,2.558226,2.984878,1.660171,1.467,1.029,2.335,1.508,1.181,1.269,1.273,1.32,2.012,0.871,1.161,1.027,1.01,1.316,1.393,0.718,0.868,0.89,0.665,1.063,0.777,0.543,0.956,0.785,0.553,1.07,0.977,0.87,1.096,0.634,0.878,0.926,
282.000,9.943,27.967,60.027,6.8,9.976366,1.139269,1.783013,4.510882,2.080671,1.210165,1.535,1.647,1.566,1.892,1.32,2.078,1.199,1.08,1.177,1.106,1.422,1.074,1.147,1.786,1.433,1.219,0.977,0.576,0.998,0.823,0.848,0.979,0.904,1.009,0.939,0.848,0.551,0.818,1.38,1.093,0.758,
283.000,7.541,19.591,82.898,7.299,7.614988,3.670789,2.255931,2.744044,2.006336,1.108517,1.524,1.904,1.584,1.867,0.906,1.161,1.072,0.815,1.015,1.101,1.346,0.969,1.212,1.036,1.154,1.286,1.052,1.243,1.128,0.866,0.69,0.85,1.113,0.667,0.751,0.763,0.917,0.679,0.625,1.194,0.903,
284.000,9.477,13.3,84.045,10.252,4.679,0.8468283,2.530033,2.959619,1.505134,0.8581018,2.026,1.784,2.289,1.434,1.354,0.986,0.674,1.466,1.285,1.007,1.335,1.046,1.036,0.824,0.531,1.205,0.734,1.566,0.974,0.951,0.821,1.021,0.859,0.631,0.973,0.543,0.933,0.589,1.07,1.033,0.822,
285.000,8.281,7.409,77.82,16.86,5.586,3.738441,2.402197,4.113612,2.182833,0.7520385,1.488,1.361,1.165,1.379,0.902,1.571,0.959,1.221,1.709,0.815,1.164,0.755,1.11,1.174,1.432,1.151,0.677,0.876,1.261,0.961,0.908,0.559,0.97,0.664,0.732,0.827,0.486,0.735,0.534,0.554,0.739,
286.000,10.222,7.465,60.722,28.702,4.409,2.688886,2.341453,2.330994,1.596547,1.315239,1.517,1.316,0.865,1.416,1.7,1.405,1.005,1.273,1.25,1.2,0.786,1.032,0.815,1.381,1.039,1.19,0.842,0.971,1.31,1.095,1.124,0.6,0.738,0.847,0.874,1.057,0.665,0.871,0.863,0.687,0.776,
287.000,3.847,7.672,48.858,36.198,3.226,2.997562,2.043094,4.179802,2.069154,1.267087,2.025165,0.75,1.943,1.153,2.139,1.306,0.958,1.682,1.254,1.634,1.408,0.86,1.068,1.103,0.714,0.808,0.971,1,0.927,0.67,0.835,0.88,0.841,0.83,0.684,0.884,0.622,0.629,0.75,1.073,0.715,
288.000,2.522,7.312,22.218,67.128,7.719,3.797933,3.260672,3.48699,2.030833,1.419729,1.552117,0.667,1.576,0.967,1.657,1.509,1.155,1.003,0.61,1.044,0.855,1.237,1.218,0.927,1.117,1.352,0.518,0.581,1.023,0.661,0.83,0.85,0.86,0.623,0.716,0.996,0.998,0.725,0.91,0.736,0.789,
289.000,7.619,6.773,15.896,67.361,4.447,3.41,3.617125,2.927244,1.86093,1.16111,1.544071,1.909,1.211,1.022,0.714,1.38,0.665,1.003,1.76,1.269,1.256,0.811,1.198,1.377,1.302,0.892,0.646,1.275,1.178,0.491,0.887,0.908,1.058,0.893,0.687,0.533,0.523,0.945,0.673,0.609,0.778,
290.000,5.715,5.293,8.513,71.034,6.071,6.029,3.239681,4.140028,2.3167,0.7191235,1.778518,1.743,1.553,0.719,1.004,0.837,2.001,0.991,1.548,1.415,1.098,1.04,0.812,1.016,0.785,1.144,0.682,0.743,0.835,0.944,1.396,0.777,0.566,0.78,0.699,0.587,0.548,0.674,0.855,0.635,0.71,
291.000,8.816,3.576,6.444,58.587,12.82,3.548,3.682542,4.399868,1.937739,1.003165,1.447255,1.442,1.88,1.244,1.492,1.54,1.003,0.911,0.808,1.399,1.354,0.856,0.916,0.695,1.11,1.153,0.839,0.918,1.093,0.7,0.949,0.802,0.739,0.604,0.561,0.554,0.717,0.613,0.787,0.746,0.682,
292.000,5.664,6.725,6.402,46.027,18.889,3.745,4.227322,3.930979,2.247483,1.409268,1.769628,2.029998,1.45,1.741,0.946,1.331,1.269,1.13,0.982,1.074,1.267,1.068,1.148,1.117,1.225,1.08,1.47,1.018,0.819,0.837,0.851,0.668,0.981,0.833,0.76,0.888,0.707,0.871,0.557,0.518,0.575,
293.000,5.239,5.083,8.002,35.499,27.114,5.19,4.506649,3.654612,2.312134,1.228945,1.812571,2.127679,0.966,1.03,1.127,1.325,1.056,0.803,0.941,0.9,0.719,1.096,0.842,0.911,0.928,0.797,0.736,0.825,0.721,0.985,0.834,0.994,0.88,0.763,0.69,0.693,0.967,0.596,0.792,0.768,0.484,
294.000,6.275,6.473,5.378,20.968,41.74,4.303,4.445,3.736335,2.31737,1.041226,1.639809,2.848139,1.123,1.028,1.072,1.363,1.367,1.116,1.12,0.833,1.234,1.27,0.928,0.797,0.832,0.981,0.919,0.948,0.729,0.653,0.751,0.96,0.688,0.529,0.521,0.722,0.899,0.822,0.597,0.819,0.726,
295.000,6.029,4.121,4.584,8.912,54.531,6.981,3.986,2.846971,2.670234,1.114793,1.598617,2.228109,1.452,1.669,1.16,1.201,0.929,0.962,0.736,1.321,0.809,0.769,0.931,1.161,1.22,1.087,0.832,1.158,0.678,0.771,1.06,0.757,0.738,0.784,0.673,0.613,0.755,0.969,0.419,0.94,0.654,
296.000,6.657,6.316,2.927,9.128,63.865,6.999,4.897,2.421595,2.88928,1.217837,1.571184,2.958004,1.699,1.41,1.21,1.308,0.424,0.916,0.959,1.166,0.965,0.959,1.021,0.818,0.753,0.856,0.978,0.861,0.632,1.074,0.619,0.787,0.653,0.592,0.745,0.659,0.655,0.506,0.824,0.726,0.824,
297.000,6.048,5.094,6.682,7.669,59.257,11.181,4.377,3.583823,2.873602,1.238562,1.520906,2.642515,1.710887,1.726,1.436,0.781,1.457,1.068,0.848,0.686,1.216,0.562,1.415,1.134,0.529,0.786,1.08,1.28,1.134,0.615,0.762,0.779,0.849,0.826,0.793,0.726,0.69,0.815,0.65,1,0.634,
298.000,5.394,6.975,8.154,8.682,50.034,15.577,3.136,2.612344,2.259272,1.600374,1.642778,2.400833,2.021433,1.765,1.342,1.686,1.026,0.797,1.347,1.161,1.147,1.014,0.763,0.824,0.934,1.145,0.647,0.726,0.966,0.753,0.677,0.554,0.828,0.794,0.914,0.782,0.634,0.699,0.825,0.604,0.737,
299.000,4.046,5.981,6.781,4.554,36.004,22.676,3.476,3.798,2.601042,1.641449,1.803849,3.418814,1.865619,0.781,1.129,1.29,0.747,0.869,1.294,0.932,1.282,1.066,1.306,0.592,1.338,0.836,1.221,0.821,0.754,0.936,0.741,0.946,0.808,0.817,0.579,0.746,0.712,0.532,0.573,0.696,0.596,
300.000,6.33,4.279,5.554,8.674,25.267,35.626,5.705,3.423,3.295785,1.645218,1.74992,2.932408,2.396004,1.012,0.634,1.225,1.315,0.687,1.076,0.99,0.839,1.145,0.847,1.048,1.033,1.369,0.783,0.584,0.847,0.583,0.589,0.74,0.66,0.822,0.571,0.746,0.695,0.734,0.728,0.701,0.644,
301.000,4.022,6.862,3.885,7.095,13.728,48.481,4.515,3.425,3.527046,1.573736,1.4329,3.373999,1.990814,2.232,0.704,1.187,0.939,0.954,1.012,1.024,1.356,0.628,1.02,0.884,0.919,0.663,0.841,0.742,1.074,0.731,0.945,0.77,0.646,0.711,0.688,0.877,0.659,0.785,0.579,0.79,0.425,
302.000,8.488,4.879,5.521,5.628,9.452,52.301,6.706,3.893,3.390328,1.585978,1.891586,3.186781,2.453876,1.318637,0.613,1.036,0.94,0.645,1.081,1.087,0.902,1.406,0.828,1.112,0.91,0.79,0.941,0.816,0.916,0.659,0.713,0.52,0.687,0.811,0.615,0.894,0.701,0.664,0.487,0.564,0.579,
303.000,5.192,6.137,5.044,6.156,5.805,52.463,9.177,2.086,3.057095,1.701496,1.819829,2.823618,2.333151,1.526313,1.389,1.029,1.37,1.292,1.054,1.148,0.97,0.843,0.776,1.095,1.043,0.896,0.582,0.623,0.8,0.952,0.784,0.71,0.845,0.834,0.569,0.827,0.813,0.889,0.49,0.585,0.625,
304.000,6.144,4.671,6.443,3.947,5.758,44.246,15.844,3.635,2.801,1.578049,1.680551,3.081728,2.777894,1.63917,1.513,1.053,0.783,1.272,0.972,0.534,0.904,0.843,0.914,0.822,0.73,0.675,1.18,0.611,1.039,0.607,0.593,0.648,0.652,0.648,0.519,0.457,0.706,0.528,0.769,0.514,0.321,
305.000,5.174,4.815,7.457,5.257,5.635,28.279,25.849,3.964,3.183,1.9754,1.921567,3.277449,2.718856,1.130249,1.7,1.104,1.091,0.404,1.078,0.915,1.031,1.051,1.035,0.963,0.844,1.081,0.88,0.77,1.2,1.039,0.547,0.544,0.6,0.68,0.72,0.838,0.806,0.616,0.87,0.738,0.463,
306.000,4.332,6.633,4.071,5.27,6.554,22.494,37.056,3.009,3.305,1.763843,2.308742,2.981055,2.936455,1.676062,1.127,1.084,0.935,1.051,0.9,0.944,0.723,1.196,1.033,0.675,0.753,1.03,0.613,1.114,0.38,0.728,0.754,0.689,0.748,0.543,0.548,0.567,0.596,0.504,0.607,0.6,0.374,
307.000,4.578,4.453,4.591,4.403,4.171,11.519,44.345,2.618,2.77,2.213487,1.730763,3.313685,2.898847,1.454942,2.333464,0.78,1.412,1.071,0.732,1.232,0.682,0.947,1.092,1.089,0.963,1.318,0.845,0.919,0.785,0.994,0.841,0.678,0.692,0.751,0.656,0.498,0.636,0.666,0.739,0.496,0.612,
308.000,6.836,6.834,5.758,3.975,5.784,6.396,45.671,4.329,2.742,1.838571,2.203748,3.272234,2.914036,1.058419,1.917458,0.918,0.61,1.095,1.006,1.491,0.874,0.677,1.252,0.597,0.801,0.66,1.176,0.866,0.548,0.578,0.596,0.664,0.773,0.918,0.97,0.346,0.574,0.607,0.632,0.31,0.59,
309.000,4.266,3.989,3.477,3.905,5.442,5.474,47.524,8.218,3.167,2.448,2.470467,3.333144,3.343896,2.238442,1.858347,0.602,1.039,0.876,0.754,1.144,0.981,0.882,0.926,0.929,0.697,0.644,0.726,0.754,0.746,0.84,0.628,0.55,0.616,0.215,0.598,0.738,0.642,0.558,0.51,0.667,0.484,
310.000,9.52,5.794,7.062,2.832,5.654,4.845,36.95,10.71,1.617,1.935,2.111908,3.373187,4.161819,2.239694,1.615646,1.206,0.888,1.537,1.126,0.892,0.971,0.989,0.751,0.874,1.042,1.043,0.872,0.85,0.557,0.705,0.528,0.885,0.512,0.529,0.788,0.459,0.489,0.688,0.621,0.577,0.515,
311.000,6.792,6.029,5.928,3.728,5.266,5.53,29.74,18.342,2.969,2.355,1.748495,3.317343,3.856349,1.874396,2.156898,1.017,0.775,0.8,0.943,0.747,1.168,0.614,1.021,0.922,0.829,0.739,0.662,0.728,1.065,0.456,0.735,0.729,0.619,0.538,0.442,0.643,0.793,0.618,0.387,0.603,0.613,
312.000,3.413,4.314,4.777,6.644,4.304,4.734,22.456,26.45,3.173,2.649,2.134963,3.249212,3.89826,1.694641,2.091853,1.284992,0.757,1.496,1.081,0.823,0.838,0.997,0.703,0.951,0.676,0.714,0.913,0.969,0.727,0.968,0.728,0.448,0.648,0.487,0.851,0.613,0.638,0.684,0.728,0.484,0.538,
313.000,1.614,4.03,2.622,4.743,2.995,4.149,10.745,35.534,3.701,2.406,2.159,3.281296,4.194758,1.875477,1.930385,1.415545,0.777,1.208,0.943,0.851,0.512,0.915,0.911,0.96,0.632,0.47,0.681,0.691,0.643,0.6,0.603,0.99,0.787,0.396,0.384,0.317,0.578,0.484,0.561,0.638,0.613,
314.000,7.483,5.202,6.474,4.137,4.203,5.194,7.834,40.877,4.879,3.008,2.107,3.352309,3.855908,1.301047,1.599305,1.421799,0.899,0.917,0.697,1.026,1.022,1.006,0.787,0.845,0.58,0.932,0.852,0.734,0.687,0.756,0.735,0.659,0.662,0.7,0.368,0.498,0.679,0.61,0.738,0.507,0.574,
315.000,5.949,6.411,5.002,3.901,2.809,5.166,5.751,42.509,7.11,3.128,2.179,2.67545,3.946013,1.947966,1.732419,1.058828,0.923,1.035,1.165,0.919,0.735,0.624,0.822,0.941,0.805,0.582,1.317,0.924,0.496,0.658,0.731,0.544,0.674,0.758,0.554,0.616,0.475,0.701,0.575,0.555,0.441,
316.000,5.078,8.26,7.491,4.187,4.491,4.527,6.086,40.788,11.014,2.492,2.499,2.935831,3.818485,1.858268,2.197706,1.167294,0.853,0.751,1.025,0.975,0.68,0.493,0.607,0.787,0.761,0.514,0.735,0.842,0.763,0.388,0.616,0.803,0.851,0.802,0.49,0.375,0.579,0.698,0.574,0.481,0.458,
317.000,6.226,3.516,5.578,5.63,6.955,4.449,4.247,31.694,17.843,3.987,1.758,2.744199,3.765716,2.081122,1.628119,1.324381,0.9105777,1.155,0.62,1.345,0.652,0.813,0.727,0.636,0.667,0.642,0.52,0.724,1.185,0.884,0.54,0.683,0.838,0.532,0.565,0.34,0.511,0.623,0.574,0.88,0.611,
318.000,6.327,9.459,6.158,5.914,5.084,4.886,3.801,22.939,27.834,3.692,3.357,2.711233,4.13305,2.216452,1.690535,1.1431,0.9098966,0.889,1.125,0.682,0.664,1.175,1.521,0.792,0.822,0.663,0.758,0.444,0.497,0.478,0.589,0.416,0.614,0.57,0.564,0.454,0.678,0.404,0.689,0.562,0.829,
319.000,5.628,5.704,4.382,4.288,7.288,3.916,4.561,14.559,35.418,4.355,2.592,2.983,4.317489,2.242731,1.622942,0.9846201,1.098299,1.037,0.84,0.634,0.933,0.732,0.702,0.794,0.799,0.867,0.763,0.714,0.614,0.661,0.718,0.548,0.729,0.91,0.491,0.359,0.651,0.499,0.383,0.573,0.519,
320.000,3.385,5.486,6.821,6.879,6.304,5.4,5.117,10.191,39.865,6.216,3.064,2.74,4.033613,2.229679,1.840493,1.289335,0.8500349,1.095,0.792,0.68,0.436,0.599,0.582,0.62,0.737,0.598,0.72,0.808,0.851,0.76,0.505,0.446,0.501,0.708,0.574,0.284,0.656,0.598,0.634,0.56,0.403,
321.000,7.11,6.693,6.334,8.615,7.435,5.773,4.427,5.894,38.894,6.498,3.607,2.746,3.8822,2.700946,2.046368,1.271505,1.142459,0.63,1.11,0.722,1.249,0.548,0.687,0.849,0.587,0.714,0.589,0.788,0.868,0.571,0.671,0.836,0.507,0.608,0.608,0.456,0.569,0.498,0.647,0.495,0.51,
322.000,2.019,9.774,6.814,7.26,7.399,5.697,4.547,7.314,35.893,11.466,3.901,3.231,4.047545,2.240815,1.871201,1.366557,0.966258,0.7681436,0.5,0.731,0.526,1.043,0.814,0.712,0.696,0.658,0.701,0.541,0.843,0.559,0.779,0.664,0.608,0.5,0.365,0.613,0.562,0.553,0.473,0.563,0.611,
