,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,0.3436613,1.101576,0.4808063,12.11,13.771,8.794,5.333,8.619,3.257,9.434,3.828,2.973,3.485,2.296,4.314,2.411,4.383,2.394,3.292,3.491,3.483,2.815,2.693,3.79,3.263,2.701,2.898,3.146,1.574,3.135,2.566,2.116,2.118,2.844,2.548,2.662,1.994,2.025,1.832,2.051,1.606,
252.000,2.868299,0.3074718,0.4098568,13.69988,8.87,6.342,10.533,6.837,7.113,4.633,3.306,5.268,1.675,4.075,2.421,2.899,1.975,4.236,2.531,3.385,3.55,2.136,3.969,3.929,3.039,3.042,2.789,1.968,2.43,1.861,2.128,1.855,1.42,2.503,1.462,1.699,2.091,2.518,2.757,2.261,1.752,
253.000,2.244141,0.8286809,0.7753062,6.440482,10.174,2.837,8.31,8.904,6.242,4.976,6.698,3.317,4.535,3.479,4.096,3.617,2.915,2.411,2.758,3.618,2.337,2.91,2.711,2.738,1.686,2.688,3.431,2.164,2.969,2.711,1.845,2.595,2.726,1.44,2.83,1.845,2.144,1.527,1.959,1.705,2.163,
254.000,-0.5138617,2.626131,0.8566104,16.6477,8.102,7.53,7.155,5.812,6.656,2.673,4.626,2.617,3.598,3.425,3.191,3.785,2.65,3.836,2.843,1.912,4.144,1.906,2.174,3.548,3.391,1.36,2.218,1.842,1.795,2.283,1.437,1.93,1.4,1.337,1.801,1.778,1.343,1.598,1.471,1.735,1.962,
255.000,2.6373,2.145269,0.7184111,10.19928,4.712,9.593,6.963,6.457,1.689,7.59,6.252,3.311,3.826,3.124,4.183,2.489,2.113,2.137,3.089,2.369,3.247,1.961,2.642,2.496,1.716,2.103,2.217,2.009,2.127,1.557,1.521,1.767,2.151,2.008,1.607,1.975,1.546,1.538,2.105,1.741,1.589,
256.000,2.969892,1.65234,0.8480218,17.6549,11.063,2.632,6.603,4.649,4.528,2.322,3.058,3.678,2.547,3.074,3.301,2.368,3.667,1.994,2.447,2.848,1.942,1.877,1.544,2.011,1.872,3.378,2.211,2.038,1.543,1.786,2.143,1.967,1.25,1.334,2.015,1.568,1.55,1.973,1.593,1.242,1.681,
257.000,3.289092,2.576278,2.216842,14.7258,6.629839,7.332,5.085,2.649,2.387,4.325,2.963,3.199,3.61,3.284,2.623,2.19,1.84,1.939,1.842,2.477,3.32,1.96,3.006,2.569,2.02,2.142,1.893,2.274,0.822,1.958,1.996,2.056,1.382,1.516,1.492,1.843,1.5,1.345,1.678,2.241,1.271,
258.000,3.6005,3.25907,2.069769,15.23857,10.42902,4.375,4.176,2.948,2.64,2.334,3.414,4.785,4.739,2.143,3.435,2.394,2.812,1.409,2.767,2.523,1.992,1.49,2.062,2.619,2.228,2.389,2.25,2.249,2.002,2.295,1.331,2.261,1.707,1.248,1.929,1.914,1.424,1.812,1.969,1.609,1.539,
259.000,5.2925,3.648324,1.643047,13.69424,7.267532,5.542,4.775,3.508,2.634,4.678,2.36,2.166,3.555,1.573,3.347,3.245,2.771,2.513,1.139,1.354,1.576,2.173,1.775,2.458,2.829,1.781,2.26,1.799,2.042,1.762,1.652,1.415,1.593,1.64,1.682,1.79,1.726,1.235,1.561,1.347,1.271,
260.000,5.897034,6.524266,2.020419,12.82625,7.045038,4.551,3.923,3.184,5.127,4.932,1.494,3.039,3.019,1.655,1.672,1.97,1.911,1.759,1.853,1.818,1.996,1.441,2.606,1.771,2.252,1.76,1.634,1.745,2.044,2.423,1.822,1.659,1.002,1.594,1.285,1.757,0.52,1.604,1.11,0.964,1.033,
