,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
260.000,0.6872478,5.104887,1.509513,8.461214,6.753738,5.249,4.412,2.475,2.689,1.474,2.782,2.475,0.973,1.678,2.911,2.01,0.453,1.845,2.236,1.723,2.366,0.875,2.363,2.209,2.094,1.196,2.277,1.318,1.226,1.186,1.265,1.896,1.019,0.706,1.406,1.126,0.794,1.253,1.3,1.359,1.431,
261.000,2.810515,6.520583,0.8583975,8.807716,5.16273,2.719,4.51,3.52,2.424,2.05,1.9,3.147,3.172,2.26,1.551,1.377,0.859,1.041,1.885,1.242,1.496,1.535,1.771,1.782,1.536,1.586,1.839,1.171,1.344,0.879,1.33,1.336,1.63,1.096,0.959,0.929,1.044,1.158,1.132,1.437,1.378,
262.000,3.403479,6.80736,1.379535,11.88458,7.060908,2.620661,2.834,3.765,3.259,3.236,1.982,2.513,1.383,1.383,1.844,1.81,1.57,2.735,1.42,1.388,1.437,1.81,0.652,1.234,1.561,1.276,0.921,1.35,1.006,0.579,0.708,0.829,0.818,1.363,0.913,1.137,1.335,0.797,1.144,1.06,0.976,
263.000,4.99081,6.136458,2.018932,10.0448,5.017626,4.781018,3.835,3.274,1.652,3.314,2.959,2.697,1.825,1.824,1.89,0.392,2.013,1.486,2.11,1.358,1.489,2.105,1.306,1.532,1.044,1.424,1.398,1.128,1.722,0.84,1.372,1.621,1.055,1.344,1.64,1.029,1.219,1.448,1.193,1.021,1.11,
264.000,9.937,8.688533,2.074525,8.701031,6.194239,5.292447,2.525,3.524,2.179,2.59,2.193,1.822,1.703,1.526,0.896,1.061,0.839,1.804,1.059,0.991,1.497,1.304,1.2,1.379,1.129,1.425,0.918,1.786,1.327,1.137,1.487,0.851,1.06,1.492,1.15,1.114,1.309,0.923,1.2,1.257,0.992,
265.000,9.104,8.607253,1.840279,13.05858,7.589817,4.775598,2.498,2.727,2.209,3.484,2.484,2.01,0.818,0.907,1.37,1.798,1.886,0.875,2.14,1.103,1.404,1.326,1.469,1.083,1.345,1.28,1.506,1.147,2.433,1.051,1.06,1.417,0.97,1.135,1.175,0.883,1.427,0.755,0.682,0.92,1.09,
266.000,19.79,11.09706,1.864542,7.187609,5.07503,4.072461,4.143,2.334,2.644,2.667,1.923,1.541,1.1,2.014,1.486,1.876,1.216,0.925,1.406,1.536,1.861,1.575,1.231,1.9,1.97,0.683,0.813,1.287,1.666,1.569,1.498,0.992,0.872,0.903,0.883,0.881,0.764,0.664,1.148,1.459,1.004,
267.000,25.275,9.873578,3.841105,8.446893,4.299121,7.491541,3.666218,2.483,2.585,1.991,2.076,1.932,1.368,1.177,1.776,2.034,1.261,2.021,1.292,1.318,1.454,2.1,1.41,1.405,1.567,0.636,1.547,1.184,0.775,1.331,0.85,1.016,1.202,0.858,1.08,1.102,0.662,0.746,1.104,0.791,0.713,
268.000,41.85,9.913255,3.01246,12.27906,5.902513,6.938077,3.216455,2.715,3.37,2.01,2.826,1.685,1.168,1.87,1.358,1.545,1.239,1.197,1.097,0.429,1.386,1.487,1.927,1.625,1.142,1.322,1.01,1.068,1.519,0.934,1.425,0.786,0.79,0.909,0.636,0.886,1.211,0.865,0.694,0.987,0.991,
269.000,63.142,12.988,5.18957,7.031795,8.346549,4.930189,3.993896,1.618,2.277,1.95,0.861,1.639,2.447,1.564,2.202,1.797,1.874,2.1,2.209,1.138,0.642,1.369,1.658,1.264,1.554,0.49,1.217,1.846,1.145,1.293,1.19,0.593,1.264,0.768,0.926,0.784,1.13,0.734,1.069,0.683,0.707,
270.000,79.166,10.775,3.975503,7.308937,6.228251,4.948474,4.663682,2.694,1.791,2.305,1.008,1.208,1.844,1.908,1.737,1.457,1.811,1.445,0.941,1.211,1.104,1.639,1.028,1.041,1.485,1.087,0.945,1.127,1.089,0.913,0.832,0.821,0.669,1.113,0.782,1.185,1.44,1.146,0.561,0.752,0.778,
271.000,89.89,9.207,3.122836,8.165768,4.183185,6.47261,4.202022,2.358,1.658,1.87,1.249,1.176,1.548,1.918,1.297,1.714,1.579,1.031,0.994,1.45,0.872,1.12,1.539,1.677,1.004,0.967,1.319,0.959,0.936,0.982,1.11,0.501,0.937,0.792,0.868,0.632,1.294,1.058,0.825,0.626,0.728,
272.000,102.952,12.675,4.00958,4.099625,8.003685,6.976113,3.338076,2.287637,3.807,1.727,2.108,2.893,1.309,0.87,1.913,1.204,0.919,1.432,1.739,1.467,1.269,1.075,1.07,0.884,1.037,1.066,1.433,1.207,0.895,0.994,0.817,0.901,0.797,0.895,0.838,1.29,1.027,0.98,0.714,0.644,1.166,
273.000,76.297,25.55,4.368995,5.165998,6.399639,6.675734,4.338327,1.977336,3.5,2.43,1.027,0.866,1.68,1.12,0.894,0.968,0.934,1.1,0.578,1.337,1.698,0.888,1.119,1.247,1.723,0.999,1.123,0.841,0.981,0.754,0.867,0.813,0.983,0.948,0.768,0.975,0.999,0.58,0.766,0.775,0.825,
274.000,60.958,30.688,3.654,7.416865,7.908585,4.060987,3.481444,2.757936,2.312,1.87,1.499,1.492,0.83,1.983,0.786,1.169,1.428,1.332,0.738,1.03,0.725,1.398,1.477,1.017,1.288,0.899,0.879,0.808,1.241,0.879,1.149,0.993,1.116,0.994,0.945,0.785,0.906,0.611,0.435,1.119,0.955,
275.000,36.343,57.03,4.906,9.035513,5.265057,6.885659,3.548968,2.935923,2.083,2.366,1.786,2.404,1.222,1.349,1.373,1.551,1.001,1.226,0.983,0.512,1.149,1.123,0.825,0.895,0.924,1.281,0.973,0.753,1.004,1.207,1.038,0.528,0.564,0.966,0.841,0.718,0.801,0.695,1.004,0.95,0.851,
276.000,23.155,79.836,8.258,5.965202,5.633838,5.111121,3.398801,0.8317282,3.036,2.908,1.239,1.687,1.394,1.14,1.599,1.141,1.203,1.169,0.89,0.887,0.716,0.849,1.545,1.13,1.164,0.389,0.958,1.13,0.918,0.687,0.517,1.212,0.622,1.022,0.67,0.936,0.725,0.415,0.849,0.982,0.452,
277.000,20.637,118.354,5.312,6.229848,5.732223,5.30664,4.241156,2.134671,1.590629,1.91,1.627,0.993,1.588,1.263,1.215,1.445,1.559,1.56,1.03,0.88,0.909,1.177,1.129,1.213,1.369,1.041,0.7,1.317,1.21,1.14,0.755,0.459,0.926,0.564,0.876,0.782,0.835,0.611,0.675,0.948,0.676,
278.000,7.002,107.063,11.639,6.865634,6.714541,5.583109,4.530516,2.192287,2.887999,0.941,1.034,1.615,1.515,0.491,1.186,0.856,1.004,0.903,0.945,1.085,0.97,0.45,1.124,0.925,1.093,1.089,1.042,1.198,0.643,0.941,0.668,0.857,0.775,0.779,1.05,0.62,0.625,1.062,0.502,0.831,0.908,
279.000,10.926,102.442,16.072,4.837,6.526975,4.850878,3.695407,2.13388,2.485221,0.988,1.347,1.44,1.572,0.88,1.495,0.834,1.317,1.076,1.248,1.182,0.597,1.064,0.812,0.885,0.563,0.626,1.29,0.858,0.781,0.646,0.682,0.778,0.721,0.341,0.93,0.585,0.746,0.544,0.483,0.515,0.708,
280.000,3.412,77.195,27.744,6.186,5.897969,5.157146,2.331126,1.991023,2.220935,1.229,1.224,0.203,1.524,0.862,1.277,1.435,1.72,0.766,1.018,1.024,1.028,1.043,0.914,0.745,0.9,0.687,1.034,0.748,0.802,1.013,0.774,1.205,0.421,0.473,0.633,0.615,1.123,0.644,1.065,0.853,0.604,
281.000,7.479,58.895,47.018,3.855,3.570855,4.993792,4.466987,2.40504,2.114054,1.513,1.791,1.267,0.813,0.988,1.018,1.087,0.677,1.246,1.095,1.105,1.113,1.412,0.557,1.084,1.14,1.371,1.259,0.857,0.504,0.705,0.58,0.647,0.44,0.687,0.652,0.543,0.303,0.698,0.505,0.675,0.635,
282.000,5.749,34.109,75.675,7.53,5.025622,4.461044,4.07299,1.594739,0.8400447,1.462602,1.706,0.797,1.214,1.294,0.956,1.122,0.821,0.774,1.08,0.665,1.266,1.039,0.777,0.957,0.809,1.211,1.155,0.706,1.159,0.613,0.772,0.78,0.841,0.94,0.804,0.82,0.558,0.475,0.716,0.35,0.474,
283.000,7.772,18.556,90.354,4.78,5.535705,6.358027,4.06919,1.369767,1.54573,1.569818,0.888,1.521,1.089,1.355,0.744,1.67,1.037,0.549,1.211,1.209,1.079,1.005,0.948,1.013,1.08,1.073,0.993,0.822,0.621,0.653,0.418,0.391,1.126,0.486,0.462,0.832,0.585,1.006,0.608,0.517,0.476,
284.000,12.732,9.007,93.95,9.938,5.183,4.180258,4.657506,2.250284,1.447789,1.751524,0.945,0.829,1.318,0.392,1.024,1.22,1.374,0.595,0.714,1.165,0.628,0.501,0.764,0.77,1.311,0.792,0.956,0.893,1.079,0.601,0.975,0.81,0.751,0.675,0.965,0.491,0.703,0.6,0.61,0.641,0.641,
285.000,5.341,5.611,83.841,14.896,6.769,3.505471,3.276218,1.463554,0.1362646,1.741031,2.208,1.501,1.05,1.439,1.602,0.991,1.491,0.925,1.091,0.849,0.768,0.78,1.358,0.35,0.712,1.002,1.571,1.391,0.899,0.983,0.924,0.699,0.712,0.548,0.867,0.736,0.624,0.436,0.61,0.453,0.547,
286.000,4.789,5.59,73.558,29.641,3.184,4.544342,4.007883,2.482468,1.595703,1.469049,0.818,1.663,0.843,0.849,1.483,0.904,0.992,0.976,1.361,1.032,0.837,0.834,1.154,0.982,0.967,0.867,1.038,1.003,0.884,0.82,0.802,0.983,0.6,0.592,0.687,0.64,0.63,0.47,0.588,0.638,0.676,
287.000,6.155,3.999,45.614,44.575,4.05,5.12086,5.028766,0.4967225,0.547982,1.218946,0.6285122,0.615,1.052,1.087,0.9,1.591,1.085,0.663,0.277,0.887,0.668,0.76,0.654,0.882,1.042,0.806,0.882,1.142,1.06,0.727,0.787,0.181,0.411,0.663,0.736,0.573,0.683,0.85,0.431,0.479,0.732,
288.000,7.339,4.849,30.546,72.511,4.309,2.692703,4.649908,2.71991,0.8907948,1.355999,0.8716527,1.128,1.404,1.315,1.55,1.138,1.041,1.003,1.025,1.109,1.005,0.858,1.263,1.044,0.816,0.775,0.769,0.746,0.787,0.469,0.476,0.934,1.115,0.571,0.444,0.58,0.479,0.727,0.666,0.572,0.638,
289.000,3.354,7.644,12.829,85.537,7.732,3.358,5.222429,2.567053,1.807553,1.361934,1.310793,0.767,1.721,0.958,1.282,1.301,1.39,0.935,0.691,0.757,1.1,0.648,0.981,0.79,1.029,0.791,1.24,0.934,0.882,0.774,0.437,0.465,0.251,0.624,0.576,0.665,0.74,0.625,0.621,0.613,0.789,
290.000,4.681,5.442,7.335,81.15,6.923,3.047,4.834703,2.243726,0.3794547,1.984247,1.181193,1.11,0.798,1.082,1.134,0.387,0.686,0.508,0.66,0.705,0.745,0.729,0.875,0.772,0.765,1.108,0.926,0.635,1.213,0.926,0.534,0.593,0.623,0.608,0.562,0.763,0.683,0.921,0.844,0.463,0.77,
291.000,3.544,4.142,7.365,71.714,10.259,3.314,3.785901,2.718058,1.285931,1.554795,1.455166,1.189,0.292,0.827,1.497,1.119,0.964,0.871,0.942,0.953,0.765,0.61,1.101,0.597,0.81,0.615,0.515,0.924,0.74,0.708,0.627,0.692,0.324,0.702,0.673,0.596,0.661,0.447,0.637,0.63,0.402,
292.000,6.004,4.868,6.745,59.588,21.092,1.821,3.83177,2.307656,1.912369,1.397923,1.209848,1.503769,1.073,0.944,1.138,1.501,1.047,0.665,0.68,0.933,0.88,0.954,1.049,1.154,0.907,0.851,0.475,0.913,0.622,0.416,0.733,0.987,0.617,0.541,0.495,0.663,0.686,0.488,0.463,0.757,0.772,
293.000,5.996,5.221,5.754,38.969,31.276,2.246,2.919499,1.605419,1.847008,1.877642,1.783288,1.523605,0.567,0.934,0.509,0.886,1.161,0.71,0.814,0.964,1.099,0.88,0.791,0.532,1.049,0.496,0.773,0.654,0.704,0.668,0.707,0.798,0.616,0.519,0.582,0.504,0.628,0.516,0.541,0.884,0.477,
294.000,5.515,1.586,5.754,21.02,49.798,5.857,5.05,2.680546,1.098911,2.23552,1.717749,1.480144,1.183,0.876,1.136,0.942,0.572,1.081,0.637,0.865,0.37,0.783,0.688,0.813,0.727,0.467,0.772,0.687,0.71,0.894,0.487,0.499,0.51,0.646,0.661,0.703,0.677,0.763,0.635,0.538,0.47,
295.000,3.505,5.659,5.746,11.893,65.774,3.517,3.805,3.034699,1.468605,2.211312,2.493698,1.089829,0.802,0.818,1.134,0.845,0.768,0.776,0.853,0.679,1.064,0.805,1.149,0.916,0.886,0.711,0.84,0.698,0.421,0.635,0.925,0.671,0.508,0.545,0.514,0.733,0.497,0.579,0.556,0.632,0.681,
296.000,3.997,6.478,3.954,7.208,78.226,5.715,4.338,2.292467,1.708548,1.865216,2.576135,1.836532,1.744,0.979,0.748,0.882,0.772,0.768,1.165,1.077,0.455,0.744,0.848,1.474,0.737,0.858,0.642,0.728,0.895,0.471,0.628,0.626,0.646,0.844,0.642,0.492,0.669,0.472,0.445,0.589,0.679,
297.000,4.513,4.733,3.959,5.212,68.926,9.597,3.394,1.8266,1.5305,2.391581,2.043898,1.380031,1.511107,0.758,0.307,0.365,0.817,0.616,0.799,0.933,0.739,0.989,0.899,0.881,0.53,0.489,0.529,0.942,0.642,0.806,0.8,0.939,0.692,0.474,0.568,1.122,0.61,0.687,0.61,0.68,0.694,
298.000,6.085,4.915,3.873,3.645,57.069,17.311,3.86,4.155808,1.610595,1.835138,2.492958,1.676392,1.424713,0.369,1.244,0.736,0.931,1.009,0.539,0.929,0.97,1.193,0.828,0.868,0.791,0.691,0.816,0.522,0.78,0.471,0.55,0.628,0.864,0.468,0.552,0.629,0.704,0.704,0.474,0.466,0.463,
299.000,4.732,3.911,1.965,4.943,42.529,29.528,3.553,4.405,2.395596,2.631767,3.05381,1.759544,1.622823,1.07,0.535,0.629,0.706,0.857,1.112,1.237,0.597,0.931,0.7,0.971,1.04,0.672,0.405,0.406,0.588,0.647,0.498,0.48,0.651,0.492,0.529,0.445,0.478,0.435,0.653,0.872,0.642,
300.000,6.414,8.413,3.976,4.963,28.919,44.343,3.619,4.509,2.409544,2.628395,2.160713,1.226881,1.81713,1.105,0.45,0.914,0.52,0.652,0.574,0.73,0.483,0.778,0.666,0.817,0.466,0.784,0.831,0.458,0.518,0.286,0.332,0.501,0.432,0.569,0.705,0.53,0.421,0.567,0.418,0.561,0.505,
301.000,2.408,3.013,4.677,4.419,16.262,57.829,3.685,2.921,1.992446,2.084442,2.706453,1.469777,1.703669,0.906,1.328,1.383,0.959,1.044,0.759,0.613,0.978,0.694,0.749,0.92,0.814,0.458,0.632,0.552,1.022,0.634,0.504,0.428,0.613,0.584,0.284,0.511,0.527,0.64,0.703,0.458,0.531,
302.000,3.251,1.172,4.733,2.815,9.002,63.296,6.783,2.997,3.220639,2.167415,2.559771,1.454092,1.710261,1.26609,0.661,0.785,1.157,0.545,0.867,0.402,1.017,0.689,0.655,0.706,0.444,0.711,0.539,0.531,0.616,0.608,0.347,0.385,0.484,0.508,0.683,0.654,0.578,0.633,0.464,0.643,0.222,
303.000,6.665,6.814,5.158,3.754,5.292,61.944,9.802,2.959,3.351077,2.381157,3.673917,1.782602,2.126244,0.941987,0.375,0.74,1.113,1.11,0.468,0.52,0.811,0.814,0.731,0.829,0.94,0.795,0.824,0.763,0.553,0.499,0.53,0.804,0.395,0.472,0.237,0.71,0.657,0.471,0.435,0.59,0.528,
304.000,4.975,4.93,2.554,3.002,4.241,50.778,17.197,3.578,1.752,2.586516,3.314314,1.99814,2.045802,1.567042,0.527,0.51,0.791,0.821,0.917,0.614,1.025,0.927,0.888,0.753,0.729,0.903,0.803,0.607,0.616,0.434,0.297,0.788,0.548,0.467,0.645,0.394,0.557,0.623,0.818,0.722,0.572,
305.000,3.578,4.323,3.311,3.041,4.983,39.468,28.177,3.894,2.854,2.567201,3.548757,1.548875,1.55423,1.426357,0.817,0.725,0.453,0.646,0.706,0.626,0.881,1.141,0.818,0.419,1.083,1.085,0.631,0.637,0.7,0.732,0.665,0.631,0.656,0.571,0.554,0.607,0.421,0.473,0.604,0.727,0.567,
306.000,3.22,3.352,4.105,3.077,5.968,23.977,40.032,3.908,2.224,3.02258,3.054652,1.552126,1.431103,1.347882,0.972,1.235,0.744,0.944,0.554,0.548,0.601,0.315,0.596,0.712,0.608,0.893,0.849,0.65,0.73,0.581,0.558,0.573,0.524,0.536,0.853,0.547,0.376,0.582,0.604,0.641,0.428,
307.000,1.847,2.94,3.823,3.702,2.381,15.248,56.865,3.852,3.102,2.701697,3.978191,1.917527,1.157608,1.919042,1.058094,0.847,0.707,1.141,0.928,0.657,0.679,0.579,0.659,0.979,0.694,0.588,0.58,0.183,0.906,0.577,0.627,0.443,0.361,0.539,0.566,0.437,0.334,0.428,0.526,0.462,0.376,
308.000,4.966,5.281,4.596,2.312,3.312,8.226,57.981,4.281,1.658,2.574089,3.480116,1.883709,1.806655,1.836697,1.03514,0.71,0.525,0.953,0.791,0.658,0.84,0.627,0.479,0.713,0.784,0.444,0.573,0.448,0.749,0.681,0.461,0.472,0.532,0.461,0.496,0.316,0.665,0.502,0.35,0.353,0.5,
309.000,3.772,5.282,4.628,3.077,2.806,6.15,59.487,6.857,2.623,2.004,3.594421,2.065803,1.947076,2.637659,0.9920991,1.482,0.831,0.797,0.53,0.768,0.784,0.517,0.976,0.934,0.494,1.282,0.794,0.805,0.551,0.643,0.593,0.973,0.561,0.412,0.446,0.351,0.559,0.398,0.643,0.483,0.487,
310.000,5.387,2.811,3.759,3.495,3.453,5.422,45.322,13.076,2.632,2.038,3.96757,1.807963,1.964068,2.090097,1.023014,0.522,1.014,0.589,0.591,0.859,0.694,0.633,0.662,1.307,0.577,0.367,0.315,0.468,0.48,0.333,0.612,0.613,0.489,0.6,0.334,0.412,0.581,0.398,0.359,0.55,0.469,
311.000,5.698,2.159,4.266,4.479,3.363,4.461,36.834,21.967,2.096,2.703,3.070774,2.153187,1.804466,2.131328,1.132629,0.607,0.581,1.146,0.852,0.847,0.531,0.762,0.447,0.699,0.718,0.471,0.797,0.396,0.418,0.504,0.832,0.337,0.51,0.696,0.397,0.517,0.633,0.468,0.452,0.313,0.434,
312.000,5.303,2.945,2.898,3.436,2.554,3.92,21.961,28.758,2.625,2.06,3.428628,2.304755,1.920135,2.770267,0.9874297,0.4927584,0.69,1.193,0.697,0.59,0.717,0.667,0.689,0.502,0.7,0.349,0.662,0.545,0.944,0.871,0.439,0.433,0.401,0.476,0.61,0.397,0.438,0.55,0.446,0.612,0.522,
313.000,2.96,5.275,6.467,3.279,4.544,5.54,13.415,43.007,4.706,2.648,3.756253,2.194917,1.804414,2.431173,1.110134,0.966786,0.73,0.557,0.98,0.655,0.715,0.64,0.437,0.645,0.792,0.809,0.664,0.384,0.693,0.559,0.555,0.431,0.38,0.513,0.517,0.674,0.553,0.472,0.501,0.562,0.439,
314.000,4.513,4.051,1.75,3.024,3.914,3.995,8.623,46.222,4.749,2.483,3.253,2.195759,1.990267,2.764037,1.0088,0.6031759,0.965,0.625,0.687,0.653,0.942,0.24,0.76,0.965,0.425,0.553,0.686,0.924,0.55,0.742,0.429,0.504,0.435,0.469,0.875,0.482,0.513,0.299,0.441,0.765,0.424,
315.000,4.805,5.321,5.456,5.529,4.076,4.498,5.728,46.481,6.512,2.86,2.749,2.666447,1.972061,2.73169,0.9510237,0.4443412,0.183,1.137,0.709,0.596,0.722,0.414,0.514,0.703,0.459,0.538,0.399,0.764,0.64,0.601,0.836,0.81,0.831,0.473,0.544,0.339,0.66,0.489,0.549,0.542,0.592,
316.000,5.786,5.397,5.017,4.333,5.529,4.995,6.336,47.855,11.48,3.298,2.992,2.270043,1.892317,3.048035,1.041975,0.7937182,0.768,0.465,0.758,0.361,0.894,0.63,0.979,0.647,0.892,0.472,0.762,0.754,0.514,0.67,0.377,0.519,0.304,0.375,0.5,0.442,0.382,0.482,0.404,0.303,0.514,
317.000,4.392,4.445,3.151,4.133,5.291,4.328,5.5,35.606,19.502,2.539,2.348,3.387521,1.921364,3.030293,0.9410592,0.7926927,0.6112708,0.843,1.155,0.885,0.522,0.928,0.688,0.707,0.49,0.599,0.538,0.556,0.715,0.696,0.641,0.328,0.328,0.633,0.595,0.444,0.332,0.597,0.47,0.307,0.449,
318.000,4.657,4.021,2.627,5.23,5.429,4.848,4.064,27.689,27.739,3.316,3.288,2.973904,1.91438,3.202534,0.9641523,0.9690428,0.8547306,0.853,0.685,0.696,0.615,0.943,0.84,0.887,0.297,0.578,0.778,0.548,0.595,0.477,0.544,0.548,0.728,0.404,0.289,0.783,0.264,0.376,0.582,0.543,0.403,
319.000,5.21,4.413,3.437,3.215,5.348,5.995,4.197,18.127,40.963,4.525,4.111,3.01,2.533317,3.19099,1.001328,0.9881083,0.6583111,0.2,0.71,0.92,0.546,0.824,0.5,0.744,0.592,0.578,0.698,0.74,0.402,0.679,0.479,0.65,0.397,0.412,0.7,0.534,0.562,0.472,0.565,0.435,0.654,
320.000,5.964,5.164,5.465,5.505,3.723,6.593,6.322,10.995,43.657,5.016,5.161,4.19,2.816824,3.331573,1.140891,0.81892,0.7029407,0.758,0.855,0.639,0.814,0.272,0.348,0.584,0.724,0.939,0.679,0.452,0.909,1.01,0.373,0.363,0.561,0.455,0.476,0.341,0.479,0.534,0.559,0.487,0.243,
321.000,5.713,5.643,7.263,8.558,4.804,5.204,7.326,7.939,47.542,8.64,3.499,3.901,2.804345,3.216355,0.9380067,0.9204769,0.5800673,0.781,0.808,0.378,0.671,0.364,0.67,1.003,0.732,0.739,0.391,0.759,0.59,0.482,0.45,0.761,0.734,0.429,0.69,0.581,0.728,0.435,0.691,0.581,0.672,
322.000,2.23,4.81,6.076,7.008,6.811,6.929,6.219,5.555,40.756,12.318,3.782,3.965,2.532887,3.023256,1.049978,1.527161,0.635436,0.3563043,0.876,0.577,0.658,0.753,0.943,0.888,0.672,0.711,0.355,0.537,0.489,0.44,0.336,0.641,0.873,0.277,0.373,0.293,0.449,0.55,0.632,0.57,0.266,
