,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.9095641,-0.05870281,0.1315771,8.082,1.931,1.794,2.756,6.396,2.883,6.732,5.119,3.887,2.349,0.689,2.772,1.413,3.405,2.41,2.857,2.515,3.13,2.732,2.075,1.456,2.334,2.127,1.356,1.771,2.833,1.997,1.628,2.371,1.506,2.549,1.934,2.148,2.305,1.531,1.664,1.471,1.951,
252.000,-1.029663,-0.07870003,-0.6029435,3.578787,4.981,7.896,5.354,5.064,5.651,5.102,4.971,0.932,1.902,3.893,1.833,2.358,2.515,4.109,1.41,2.289,2.112,2.335,2.65,2.256,1.624,2.841,1.248,1.617,1.812,0.665,1.77,0.721,1.423,1.612,1.482,1.816,1.434,1.324,1.59,1.871,0.971,
253.000,0.6231775,-0.5060419,-0.4002407,4.756856,4.631,6.635,3.987,5.272,6.86,3.086,3.714,2.76,4.199,1.263,3.588,1.774,4.17,0.991,1.503,1.971,2.078,1.773,2.326,3.09,1.49,1.348,2.553,1.201,1.973,1.5,1.455,1.132,1.773,1.91,2.11,1.683,1.919,1.365,1.394,1.237,1.713,
254.000,-0.8239432,0.6572022,0.3049172,7.856692,6.711,4.013,3.897,3.35,4.342,4.761,3.662,0.577,4.442,2.451,2.741,1.972,1.924,0.775,2.296,2.78,2.317,2.164,2.97,2.091,2.272,2.925,1.308,1.757,1.287,2.769,1.251,1.028,1.72,0.886,1.541,1.653,2.025,1.308,1.586,1.559,1.82,
255.000,-4.855312,0.9588837,-2.197929,6.276107,3.19,4.056,3.99,3.364,4.624,2.252,3.141,2.281,0.617,2.853,2.009,2.978,1.542,1.591,1.418,1.171,2.21,1.513,1.336,1.908,1.863,2.261,1.607,2.746,1.775,0.893,2.194,1.09,2.042,0.681,1.486,1.378,1.565,1.059,1.676,0.925,1.462,
256.000,3.267882,-0.1767506,-1.550599,8.236532,8.302,5.475,6.054,3.578,3.326,4.851,3.059,3.944,1.133,2.629,2.839,0.932,0.654,2.312,0.816,2.458,1.797,2.816,1.042,1.624,1.341,1.658,2.866,1.176,1.302,1.526,0.888,1.662,1.407,1.058,1.152,0.707,1.18,1.224,1.741,0.867,1.247,
257.000,0.9269279,0.5985902,0.6058441,6.926568,7.088092,2.638,2.23,1.879,1.116,1.855,5.282,1.452,0.851,2.358,2.012,1.283,1.977,1.685,1.608,1.1,2.424,0.797,1.743,1.85,1.531,1.763,1.218,1.163,1.482,0.946,0.793,1.289,0.996,1.078,1.647,1.219,1.253,1.124,1.165,0.788,0.71,
258.000,-1.003534,0.8085494,-1.232233,7.295965,8.068178,4.441,4.741,2.55,4.137,2.718,3.857,2.084,2.249,1.881,1.456,1.219,1.372,1.722,1.363,1.504,2.396,1.839,2.035,1.553,0.9,1.688,1.137,2.026,1.446,0.911,0.568,2.421,1.121,1.295,1.261,1.563,1.231,1.343,1.39,0.84,1.025,
259.000,0.669984,1.572709,1.000282,5.288124,8.664729,4.848,3.946,1.391,4.243,4.582,2.643,2.211,1.671,1.944,1.461,0.872,1.442,1.527,1.188,1.449,1.93,1.934,1.405,1.637,2.116,0.916,1.748,0.939,1.802,0.593,1.371,1.821,1.2,1.294,0.914,1.374,1.323,1.003,1.514,1.157,0.847,
260.000,3.810935,1.661796,-0.227728,6.747624,8.008684,4.246,3.814,3.785,3.035,4.333,4.096,1.828,1.949,1.745,2.174,1.126,1.912,1.967,1.452,1.645,1.142,1.164,1.281,1.242,1.257,1.744,1.363,1.683,1.258,1.3,0.735,1.093,0.846,1.405,1.271,0.709,0.94,1.013,0.676,1.247,0.768,
261.000,5.03308,2.572461,-0.1150148,8.310706,7.629346,3.299,4.296,6.16,2.556,0.826,3.009,2.335,1.89,0.692,0.889,1.539,1.237,1.471,2.288,2.068,1.862,1.144,1.796,1.724,1.958,1.713,1.932,1.142,1.108,1.585,0.92,1.136,0.691,0.748,0.989,1.051,0.989,1.376,0.743,1.321,0.936,
262.000,3.76486,2.126027,2.112814,6.446341,6.706816,4.89144,7.22,4.416,3.423,0.888,1.846,1.908,1.285,1.866,0.657,1.753,2.052,0.185,1.375,1.79,1.504,1.664,1.285,2.01,1.081,0.646,1.254,1.368,1.344,1.218,1.292,0.976,1.17,0.838,1.175,0.975,0.504,1.066,1.061,1.344,1.016,
263.000,4.866578,3.053057,2.941229,8.163621,7.908442,4.148477,3.401,3.662,3.262,2.466,1.823,0.898,1.052,1.841,1.871,1.946,1.037,1.491,1.653,1.459,1.157,2.496,1.199,2.106,0.842,0.704,1.648,0.781,1.583,1.078,1.288,0.727,1.16,0.822,0.973,0.945,0.545,0.56,0.921,0.92,0.978,
264.000,8.323,3.61124,-0.1597578,8.634011,9.669382,4.816081,3.073,1.407,1.595,1.658,2.78,2.624,2.052,1.924,1.575,1.424,1.352,1.038,1.669,1.933,1.756,1.314,0.502,1.498,1.242,1.711,1.588,0.864,1.433,0.914,1.105,0.991,0.877,0.824,1.486,1.226,1.28,1.4,1.082,0.813,1.413,
265.000,10.232,4.401422,-1.40841,6.290434,8.703361,4.112909,1.202,1.934,1.624,1.305,3.032,2.002,1.562,1.03,1.546,2.219,1.839,1.048,0.625,1.379,0.977,0.818,1.574,0.988,1.206,0.801,1.267,1.142,1.44,1.445,1.053,0.752,0.749,0.799,1.289,1.096,1.004,0.716,0.446,0.719,1.398,
266.000,11.774,4.341976,2.697545,8.643809,7.816515,5.205203,4.388,2.047,1.674,3.201,1.121,1.707,1.311,1.429,1.265,1.214,2.136,0.941,0.982,1.094,1.318,0.984,1.37,1.865,1.024,1.011,1.014,0.998,0.918,0.87,0.607,1.016,0.775,0.724,0.725,0.689,0.793,0.796,1.175,0.981,0.848,
267.000,24.045,5.733289,1.480452,3.010652,9.037905,5.003779,1.184998,2.275,3.398,2.675,1.132,1.502,1.756,0.964,0.802,0.852,0.974,1.501,1.365,1.16,0.851,0.636,0.806,1.223,1.183,1.371,1.425,1.092,0.761,1.004,1.23,0.75,1.032,0.614,0.553,1.485,1.181,1.439,1.061,0.906,0.604,
268.000,40.176,6.628216,1.875021,5.382304,4.654019,4.770899,1.353106,0.978,1.325,2.044,1.133,2.097,0.991,0.71,2.14,1.189,1.117,1.606,1.392,1.403,1.045,1.364,1.1,0.957,0.813,1.185,0.619,0.945,0.915,0.836,1.196,1.233,0.798,0.762,0.927,0.742,1.123,1.05,1.223,1.188,0.965,
269.000,57.281,8.629,0.1515007,1.16942,5.588879,5.219464,-0.4912546,1.791,1.446,2.039,1.333,0.773,0.872,1.569,1.274,1.269,2.043,1.456,0.939,0.9,0.917,1.265,0.948,0.594,1.061,1.208,0.986,1.064,1.683,0.815,0.9,0.964,1.072,1.151,1.075,0.601,0.98,0.894,0.939,0.819,0.713,
270.000,86.291,8.97,3.879747,5.191982,5.332236,3.575194,0.2123027,2.265,0.178,2.178,1.718,0.879,1.332,0.808,1.043,0.244,0.631,0.857,1.122,1.386,0.761,1.838,1.175,1.31,1.152,0.742,1.348,0.71,0.977,0.652,0.82,1.008,1.038,0.875,0.988,0.458,0.795,0.941,0.773,0.966,0.832,
271.000,99.279,8.825,2.567263,5.081676,7.103318,5.410706,-0.1518756,1.701,3.085,1.417,1.806,1.892,1.147,1.212,0.883,1.72,0.706,1.435,0.979,1.096,1.077,1.054,1.377,1.345,0.906,0.822,0.509,1.116,0.982,0.765,0.545,0.612,0.637,0.761,0.681,0.985,0.685,0.573,0.673,0.768,0.664,
272.000,103.744,9.684,3.597708,2.288972,2.8676,5.290145,0.3023591,2.606158,1.42,1.218,0.75,2.241,1.037,1.991,1.035,1.457,0.858,1.062,1.112,1.41,0.524,0.721,0.8,0.852,1.003,0.809,0.959,1.218,1.334,0.928,0.942,0.787,0.958,0.861,0.412,0.753,0.87,0.633,0.431,0.805,0.756,
273.000,98.287,17.475,5.373477,3.318971,4.262575,5.164023,0.6893523,2.695054,1.736,1.387,0.985,0.489,2.241,1.428,0.869,0.756,0.896,0.958,0.843,0.84,1.173,0.812,0.936,1.669,1.054,1.103,0.808,1.113,1.031,0.631,0.839,1.098,0.557,1.138,0.594,1.008,0.529,0.655,0.709,0.857,0.801,
274.000,79.432,32.821,6.238,0.9757692,3.741827,4.555819,-0.05637633,2.275516,2.278,0.529,0.682,1.482,1.068,1.501,1.227,0.998,1.277,1.118,1.238,1.156,0.702,1.141,0.963,0.613,0.895,0.913,0.73,0.735,0.64,1.184,0.767,0.596,0.89,0.579,0.481,0.978,0.555,0.692,0.554,0.694,0.644,
275.000,47.658,51.404,3.298,4.007219,4.465326,6.892007,1.07711,1.960757,2.061,1.524,2.734,0.523,0.722,0.483,1.066,0.825,1.175,1.877,0.382,1.017,1.124,0.681,0.929,0.907,0.7,0.796,0.837,1.589,0.884,0.316,0.975,0.638,0.496,1.311,0.529,0.879,0.885,0.691,0.537,0.784,0.81,
276.000,27.048,82.055,8.908,2.517339,6.178871,4.572953,-0.5081685,2.153681,1.367,1.849,1.272,1.394,0.998,0.92,0.813,0.838,1.446,1.003,0.3,0.606,1.201,0.721,1.095,1.054,0.763,0.641,0.421,0.902,0.956,0.842,0.445,0.506,0.818,0.846,0.579,0.951,0.839,0.784,0.595,0.529,0.946,
277.000,17.057,97.934,5.181,3.714679,5.430714,5.704364,-1.57427,1.342472,1.493809,2.853,1.73,1.403,1.288,1.079,0.717,0.735,0.813,0.807,1.586,1.189,1.333,1.047,0.678,1.258,1.228,1.043,1.059,0.64,0.563,0.698,0.805,0.508,0.923,0.673,0.964,0.612,0.717,0.92,0.851,0.709,0.504,
278.000,7.736,121.205,8.273,4.973634,3.712745,4.540199,0.5131434,1.240334,2.196682,1.915,1.494,1.552,1.459,0.913,1.157,0.801,1.323,1.128,0.775,0.763,1.597,0.982,1.048,0.763,0.832,0.886,0.987,1.013,1.069,0.837,1.013,0.531,0.769,0.666,0.826,0.71,0.845,0.629,0.35,0.733,0.585,
